2023-06-24 10:45:15.857  INFO -- [RMI TCP Connection(23)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 12:41:01.929  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 12:41:01.929  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : properties: {cnum: 0009VM744-002JI2744}
2023-06-24 12:41:01.929  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro&Properties={cnum: 0009VM744-002JI2744}
2023-06-24 12:41:01.940  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:""]>
2023-06-24 12:41:01.966  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 12:41:01.966  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 12:41:09.729  INFO -- [RMI TCP Connection(7)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 12:41:09.740  INFO -- [RMI TCP Connection(7)-127.0.0.1] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2023-06-24 12:41:09.740  INFO -- [RMI TCP Connection(7)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-06-24 12:41:11.300  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 26224 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 12:41:11.304  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 12:41:11.880  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 12:41:11.888  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 12:41:11.888  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-24 12:41:11.963  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 12:41:11.963  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 622 ms
2023-06-24 12:41:12.229  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2023-06-24 12:41:12.236  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Started DocumentServiceApplication in 1.252 seconds (process running for 1.718)
2023-06-24 12:41:21.922  INFO -- [http-nio-8081-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-24 12:41:21.922  INFO -- [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-24 12:41:21.923  INFO -- [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2023-06-24 12:41:21.969  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 12:41:21.969  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 12:41:21.969  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 12:41:21.969  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 12:41:22.003  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 12:41:22.003  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 12:41:22.003  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : properties: {cnum: 0009VM744-002JI2744}
2023-06-24 12:41:22.003  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro&Properties={cnum: 0009VM744-002JI2744}
2023-06-24 12:41:22.012  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:""]>
2023-06-24 12:41:22.038  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 12:41:22.038  INFO -- [http-nio-8081-exec-1] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 12:41:36.890  INFO -- [RMI TCP Connection(8)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 12:41:36.902  INFO -- [RMI TCP Connection(8)-127.0.0.1] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2023-06-24 12:41:36.903  INFO -- [RMI TCP Connection(8)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-06-24 12:44:17.521  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 28360 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 12:44:17.526  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 12:44:18.313  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 12:44:18.321  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 12:44:18.321  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-24 12:44:18.394  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 12:44:18.394  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 831 ms
2023-06-24 12:44:18.661  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2023-06-24 12:44:18.668  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Started DocumentServiceApplication in 1.45 seconds (process running for 2.04)
2023-06-24 12:44:25.739  INFO -- [http-nio-8081-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-24 12:44:25.740  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-24 12:44:25.740  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 0 ms
2023-06-24 12:44:25.792  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 12:44:25.792  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 12:44:25.792  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 12:44:25.792  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 12:44:25.908  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 12:44:25.908  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 12:44:25.908  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : properties: {cnum: 0009VM744-002JI2744}
2023-06-24 12:44:25.908  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro&Properties={cnum: 0009VM744-002JI2744}
2023-06-24 12:44:25.918  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:""]>
2023-06-24 12:44:25.941  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 12:44:25.941  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 12:44:41.998  INFO -- [http-nio-8081-exec-3] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 12:44:41.998  INFO -- [http-nio-8081-exec-3] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 12:44:41.999  INFO -- [http-nio-8081-exec-3] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 12:44:41.999  INFO -- [http-nio-8081-exec-3] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 12:44:42.006  INFO -- [http-nio-8081-exec-3] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 12:44:42.006  INFO -- [http-nio-8081-exec-3] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 12:44:42.006  INFO -- [http-nio-8081-exec-3] c.i.g.d.c.DocumentServiceController      : properties: {cnum: 0009VM744-002JI2744}
2023-06-24 12:44:42.006  INFO -- [http-nio-8081-exec-3] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro&Properties={cnum: 0009VM744-002JI2744}
2023-06-24 12:44:42.019  INFO -- [http-nio-8081-exec-3] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:""]>
2023-06-24 12:44:42.030  INFO -- [http-nio-8081-exec-3] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 12:44:42.031  INFO -- [http-nio-8081-exec-3] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 12:44:52.589  INFO -- [RMI TCP Connection(10)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 12:44:52.598  INFO -- [RMI TCP Connection(10)-127.0.0.1] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2023-06-24 12:44:52.599  INFO -- [RMI TCP Connection(10)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-06-24 12:50:43.693  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 68 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 12:50:43.697  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 12:50:44.411  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 12:50:44.421  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 12:50:44.421  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-24 12:50:44.521  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 12:50:44.521  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 784 ms
2023-06-24 12:50:44.792  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2023-06-24 12:50:44.799  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Started DocumentServiceApplication in 1.441 seconds (process running for 3.51)
2023-06-24 12:50:51.863  INFO -- [http-nio-8081-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-24 12:50:51.863  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-24 12:50:51.864  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2023-06-24 12:50:51.913  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 12:50:51.913  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 12:50:51.913  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 12:50:51.913  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 12:50:51.948  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 12:50:51.949  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 12:50:51.949  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : properties: {cnum: 0009VM744-002JI2744}
2023-06-24 12:50:51.949  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro&Properties={cnum: 0009VM744-002JI2744}
2023-06-24 12:50:51.960  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:""]>
2023-06-24 12:50:51.962  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 12:50:51.963  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 12:50:55.439  INFO -- [RMI TCP Connection(6)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 12:50:55.449  INFO -- [RMI TCP Connection(6)-127.0.0.1] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2023-06-24 12:50:55.450  INFO -- [RMI TCP Connection(6)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-06-24 13:11:24.884  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 28376 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 13:11:24.892  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 13:11:25.687  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 13:11:25.696  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 13:11:25.696  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-24 13:11:25.782  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 13:11:25.782  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 845 ms
2023-06-24 13:11:26.130  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2023-06-24 13:11:26.138  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Started DocumentServiceApplication in 1.675 seconds (process running for 2.243)
2023-06-24 13:11:37.304  INFO -- [http-nio-8081-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-24 13:11:37.305  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-24 13:11:37.306  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2023-06-24 13:11:37.364  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 13:11:37.364  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 13:11:37.364  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 13:11:37.365  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 13:11:37.492  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 13:11:37.492  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 13:11:37.492  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : properties: {cnum: 0009VM744-002JI2744}
2023-06-24 13:11:37.492  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro&Properties={cnum: 0009VM744-002JI2744}
2023-06-24 13:11:37.509  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{cnum: 0009VM744-002JI2744}"]>
2023-06-24 13:11:37.513  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 13:11:37.513  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 13:12:28.683  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 13:12:28.685  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 13:12:28.685  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 13:12:28.685  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 13:12:28.694  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 13:12:28.694  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 13:12:28.694  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : properties: {cnum: 0009VM744-002JI2744}
2023-06-24 13:12:28.694  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro&Properties={cnum: 0009VM744-002JI2744}
2023-06-24 13:12:28.708  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{cnum: 0009VM744-002JI2744}"]>
2023-06-24 13:12:28.710  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 13:12:28.711  INFO -- [http-nio-8081-exec-5] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 13:12:46.921  INFO -- [RMI TCP Connection(10)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 13:12:46.937  INFO -- [RMI TCP Connection(10)-127.0.0.1] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2023-06-24 13:12:46.943  INFO -- [RMI TCP Connection(10)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-06-24 13:13:04.714  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 20440 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 13:13:04.716  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 13:13:05.409  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 13:13:05.418  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 13:13:05.418  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-24 13:13:05.523  INFO -- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2023-06-24 13:13:05.524  INFO -- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 770 ms
2023-06-24 13:13:05.830  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2023-06-24 13:13:05.838  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Started DocumentServiceApplication in 1.485 seconds (process running for 2.077)
2023-06-24 13:13:12.488  INFO -- [http-nio-8081-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-24 13:13:12.488  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-24 13:13:12.489  INFO -- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2023-06-24 13:13:12.542  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of the performDocumentService()
2023-06-24 13:13:12.542  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doAuthenticate() in DocumentService
2023-06-24 13:13:12.542  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : 002JI2744
2023-06-24 13:13:12.542  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : http://localhost:9090/AuthenticationCheck?apiKey=002JI2744
2023-06-24 13:13:12.585  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doAuthenticate() in DocumentService
2023-06-24 13:13:12.585  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Starting of doCallFilenetFacade() in DocumentService
2023-06-24 13:13:12.585  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : properties: {cnum: 0009VM744-002JI2744}
2023-06-24 13:13:12.585  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : facadeURL: http://localhost:8082/filenetFacade/createDoct?token=Token is generated: 002JI2744&MimeType=application/pdf&ClassName=Micro
2023-06-24 13:13:12.620  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : requestEntity: <{files=[file [C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\LogFile\A1001001A04F09B45117H00477-(UNKNOWN) - Copy - Copy.PDF]]},[Content-Type:"multipart/form-data", ContentType:"", Properties:"{cnum: 0009VM744-002JI2744}"]>
2023-06-24 13:13:13.045  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of doCallFilenetFacade() in DocumentService
2023-06-24 13:13:13.046  INFO -- [http-nio-8081-exec-2] c.i.g.d.c.DocumentServiceController      : Ending of the performDocumentService()
2023-06-24 13:16:57.530  INFO -- [RMI TCP Connection(14)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2023-06-24 13:16:57.543  INFO -- [RMI TCP Connection(14)-127.0.0.1] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2023-06-24 13:16:57.869  INFO -- [RMI TCP Connection(14)-127.0.0.1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Destroying Spring FrameworkServlet 'dispatcherServlet'
2023-06-24 13:17:19.729  INFO -- [main] c.i.g.d.DocumentServiceApplication       : Starting DocumentServiceApplication using Java 17.0.7 with PID 12220 (C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService\target\classes started by 002JI2744 in C:\HR_Account\KEDM\EclipseWorkspaceDEV\DocumentService)
2023-06-24 13:17:19.732  INFO -- [main] c.i.g.d.DocumentServiceApplication       : No active profile set, falling back to 1 default profile: "default"
2023-06-24 13:17:24.307  INFO -- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2023-06-24 13:17:24.319  INFO -- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2023-06-24 13:17:24.319  INFO -- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.8]
